queryTimestamp,dodoPriceEdgePercentage,timeLag,chainlinkTimestamp,dodoPrice,chainlinkPrice,currencyPair
1617384000.0149367,0.1096750671234627,1074.014936685562,1617382926,59189.38168300817,59254.333294960976,WBTC-USDC
1617386444.4571762,0.1094664809839217,268.4571762084961,1617386176,59087.38757991188,59152.103885131895,WBTC-USDC
1617386514.8099008,0.1094664809839217,338.80990076065063,1617386176,59087.38757991188,59152.103885131895,WBTC-USDC
1617386682.9540107,0.1094664809839217,506.95401072502136,1617386176,59087.38757991188,59152.103885131895,WBTC-USDC
1617387587.6170206,0.1096081300253906,71.61702060699463,1617387516,59156.65093241156,59221.52698599881,WBTC-USDC
1617388492.03483,0.1096081300253906,976.0348300933838,1617387516,59156.65093241156,59221.52698599881,WBTC-USDC
1617389396.526657,0.1096081300253906,1880.526657581329,1617387516,59156.65093241156,59221.52698599881,WBTC-USDC
1617390301.3379712,0.1093643033892366,566.3379709720613,1617389735,59037.42483060432,59102.02602433201,WBTC-USDC
1617391205.6689696,0.5847648502999349,495.6689696311951,1617390710,58644.00669505887,58987.94183893371,WBTC-USDC
1617392110.0845585,0.5847648502999349,1400.0845584869385,1617390710,58644.00669505887,58987.94183893371,WBTC-USDC
1617393014.6087284,0.5847648502999349,2304.608728647232,1617390710,58644.00669505887,58987.94183893371,WBTC-USDC
1617393918.983953,0.5836548354337402,448.983952999115,1617393470,58535.32644658072,58877.97063952335,WBTC-USDC
1617394823.4695945,0.2496188473956865,1353.4695944786072,1617393470,58731.18333223528,58877.97063952335,WBTC-USDC
1617395728.003543,0.2496188473956865,2258.003542900085,1617393470,58731.18333223528,58877.97063952335,WBTC-USDC
1617396632.3914373,0.2496188473956865,3162.391437292099,1617393470,58731.18333223528,58877.97063952335,WBTC-USDC
1617397536.762622,0.2488288408869889,627.7626221179962,1617396909,58553.70842458736,58699.58843432526,WBTC-USDC
1617398441.4748695,0.2483595897806004,783.4748694896698,1617397658,58448.2900911338,58593.63251055624,WBTC-USDC
1617399345.89387,0.2489559191949461,629.8938701152803,1617398716,58582.25671535374,58728.28248093808,WBTC-USDC
1617400250.3858144,0.2489559191949461,1534.3858144283297,1617398716,58582.25671535374,58728.28248093808,WBTC-USDC
1617401154.8093774,0.2493864211286789,636.8093774318695,1617400518,58678.96902783298,58825.48910924032,WBTC-USDC
1617402059.278066,0.2493864211286789,1541.278065919876,1617400518,58678.96902783298,58825.48910924032,WBTC-USDC
1617402963.7651634,0.2493864211286789,2445.765163421631,1617400518,58678.96902783298,58825.48910924032,WBTC-USDC
1617403868.2922006,0.2493864211286789,3350.292200565338,1617400518,58678.96902783298,58825.48910924032,WBTC-USDC
1617404772.684018,0.3400319724729118,608.6840178966522,1617404164,58706.24748737827,58906.20746259839,WBTC-USDC
1617405677.453546,-0.3004307673251977,1513.4535460472107,1617404164,59083.44607333957,58906.20746259839,WBTC-USDC
1617406582.0173938,-0.3004170002510226,211.0173940658569,1617406371,59086.25106212898,58909.01214704334,WBTC-USDC
1617407486.5359645,-0.2993608594453149,861.5359642505646,1617406625,59302.32749213787,59125.064862352345,WBTC-USDC
1617408391.016255,-0.2997760133732019,666.0162546634674,1617407725,59217.20254628372,59039.94925867891,WBTC-USDC
1617409295.0435574,-0.2981223197249962,200.0435576438904,1617409095,59557.74546191192,59380.454801080334,WBTC-USDC
1617410199.2103574,0.3498955572035801,643.2103576660156,1617409556,59176.230841043776,59383.6487166429,WBTC-USDC
1617411104.0724275,0.3492695442189378,278.07242751121515,1617410826,59073.961298692615,59280.6496037231,WBTC-USDC
1617412009.0070722,0.3495428996894398,621.0070722103119,1617411388,59118.61855170881,59325.62527390044,WBTC-USDC
1617412913.8642762,0.3495428996894398,1525.8642761707306,1617411388,59118.61855170881,59325.62527390044,WBTC-USDC
1617413819.232311,0.3495428996894398,2431.232311010361,1617411388,59118.61855170881,59325.62527390044,WBTC-USDC
1617414724.068759,0.3495428996894398,3336.0687589645386,1617411388,59118.61855170881,59325.62527390044,WBTC-USDC
1617415628.8264115,0.3489000401203562,584.826411485672,1617415044,59013.596215570105,59219.85449405088,WBTC-USDC
1617416533.5350726,0.3489000401203562,1489.5350723266602,1617415044,59013.596215570105,59219.85449405088,WBTC-USDC
1617417438.5001688,0.3489000401203562,2394.500168800354,1617415044,59013.596215570105,59219.85449405088,WBTC-USDC
1617418343.3103206,0.3489000401203562,3299.3103206157684,1617415044,59013.596215570105,59219.85449405088,WBTC-USDC
1617419248.0405016,-0.5588548807403309,692.0405015945435,1617418556,59685.402816571775,59352.777476316136,WBTC-USDC
1617420152.5585716,-0.3647100713236539,722.5585715770721,1617419430,59569.63849036209,59352.777476316136,WBTC-USDC
1617421057.4671388,-0.1716869619395862,1627.4671387672424,1617419430,59454.76600729718,59352.777476316136,WBTC-USDC
1617421962.0224955,-0.1716869619395862,2532.022495508194,1617419430,59454.76600729718,59352.777476316136,WBTC-USDC
1617422866.4888113,0.4074562414304395,710.4888112545012,1617422156,58958.38909378532,59199.10914443016,WBTC-USDC
1617423771.1601758,0.4074562414304395,1615.1601758003235,1617422156,58958.38909378532,59199.10914443016,WBTC-USDC
1617424676.032767,0.0757454370449355,2520.03276705742,1617422156,59154.28549641607,59199.10914443016,WBTC-USDC
1617425580.5812345,0.0757454370449355,3424.581234455109,1617422156,59154.28549641607,59199.10914443016,WBTC-USDC
1617426485.331328,0.0760281785511278,472.3313279151917,1617426013,59346.40071210356,59391.53785807559,WBTC-USDC
